Brand,Model,Body_Type,Fuel,Transmission,Owner,Owner_No,Year,KM,Price,Seats,Engine_CC,Power,City
Maruti,Maruti Ciaz,Sedan,Diesel,Manual,1st Owner,1,2017,84095.0,675000.0,5.0,1248.0,88.5bhp,Chennai
Jeep,Jeep Compass,SUV,Diesel,Manual,1st Owner,1,2020,50520.0,1475000.0,5.0,1956.0,170bhp,Chennai
Mahindra Renault,Mahindra Renault Logan,Sedan,Diesel,Manual,3rd Owner,3,2010,82124.0,145000.0,5.0,1461.0,65,Chennai
Hyundai,Hyundai Santro Xing,Hatchback,Petrol,Manual,2nd Owner,2,2005,91644.0,100000.0,5.0,1086.0,,Chennai
Hyundai,Hyundai Santro Xing,Hatchback,Petrol,Manual,4th Owner,4,2005,100658.0,70000.0,5.0,1086.0,,Chennai
Honda,Honda Amaze,Sedan,Petrol,Automatic,1st Owner,1,2018,3228.0,750000.0,5.0,1199.0,88.7bhp,Chennai
Tata,Tata Indigo,Sedan,Petrol,Manual,1st Owner,1,2010,41516.0,150000.0,5.0,1193.0,64.1bhp,Chennai
Chevrolet,Chevrolet Beat,Hatchback,Diesel,Manual,2nd Owner,2,2012,86147.0,195000.0,5.0,936.0,57.6bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,3rd Owner,3,2010,101566.0,364000.0,5.0,1497.0,"118PS at 6,600 rpm",Chennai
Skoda,Skoda Rapid,Sedan,Diesel,Manual,1st Owner,1,2018,73139.0,729000.0,5.0,1498.0,108.6bhp,Chennai
Honda,Honda Amaze,Sedan,Diesel,Automatic,1st Owner,1,2019,16787.0,840000.0,5.0,1498.0,78.9bhp,Chennai
Skoda,Skoda Rapid,Sedan,Petrol,Automatic,2nd Owner,2,2016,99715.0,680000.0,5.0,1598.0,103.52bhp,Chennai
Datsun,Datsun GO Plus,MUV,Petrol,Manual,1st Owner,1,2018,44386.0,413999.99999999994,7.0,1198.0,67.05bhp,Chennai
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Manual,1st Owner,1,2014,56200.0,380000.0,5.0,1598.0,103.5bhp,Chennai
Datsun,Datsun GO Plus,MUV,Petrol,Manual,1st Owner,1,2018,17003.0,428000.0,7.0,1198.0,67.05bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Automatic,1st Owner,1,2014,44632.0,465000.00000000006,5.0,1197.0,82bhp,Chennai
Hyundai,Hyundai Creta,SUV,Petrol,Automatic,1st Owner,1,2018,32091.0,1034000.0,5.0,1591.0,121.3bhp,Chennai
Renault,Renault Triber,MUV,Petrol,Automatic,2nd Owner,2,2021,22740.0,772000.0,7.0,999.0,71.01bhp,Chennai
Mercedes-Benz,Mercedes-Benz GLE,SUV,Diesel,Automatic,2nd Owner,2,2016,98000.0,3500000.0,5.0,2143.0,201.15bhp,Chennai
Volkswagen,Volkswagen Ameo,Sedan,Petrol,Manual,1st Owner,1,2018,95495.0,450000.0,5.0,1198.0,73.75bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,2nd Owner,2,2010,122533.0,210000.0,5.0,1591.0,121.3bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2013,55320.0,409999.99999999994,5.0,1197.0,88.50bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Diesel,Manual,1st Owner,1,2012,68459.0,325000.0,5.0,1396.0,88.76bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,1st Owner,1,2016,14195.0,450000.0,5.0,1199.0,88.76bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2012,67900.0,280000.0,5.0,1197.0,81.83bhp,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Automatic,1st Owner,1,2017,47756.0,409999.99999999994,5.0,998.0,67bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Automatic,1st Owner,1,2016,42856.0,520000.0,5.0,1197.0,82bhp,Chennai
Volkswagen,Volkswagen Polo,Hatchback,Diesel,Manual,1st Owner,1,2014,43000.0,560000.0,5.0,1498.0,88.5bhp,Chennai
Toyota,Toyota Yaris,Sedan,Petrol,Manual,2nd Owner,2,2019,27652.0,702000.0,5.0,1496.0,105.94bhp,Chennai
Renault,Renault Triber,MUV,Petrol,Manual,1st Owner,1,2021,23539.0,656000.0,7.0,999.0,71.01bhp,Chennai
Maruti,Maruti Ciaz,Sedan,Petrol,Manual,1st Owner,1,2015,50000.0,525000.0,5.0,1373.0,91.1bhp,Chennai
Maruti,Maruti Alto K10,Hatchback,Petrol,Manual,2nd Owner,2,2017,18861.0,357000.0,5.0,998.0,65.71bhp,Chennai
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2017,41138.0,512000.0,5.0,1197.0,81.80bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,1st Owner,1,2012,55039.0,250000.0,5.0,1086.0,68.05bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,2nd Owner,2,2018,41361.0,700000.0,5.0,1197.0,81.86bhp,Chennai
Ford,Ford Ecosport,SUV,Diesel,Manual,1st Owner,1,2015,81037.0,535000.0,5.0,1498.0,98.96bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Automatic,2nd Owner,2,2017,28897.0,641000.0,5.0,1199.0,88.7bhp,Chennai
Mahindra,Mahindra KUV 100,SUV,Petrol,Manual,2nd Owner,2,2016,46308.0,339000.0,6.0,1198.0,82bhp,Chennai
Hyundai,Hyundai Santro Xing,Hatchback,Petrol,Manual,1st Owner,1,2009,80033.0,170000.0,5.0,1086.0,,Chennai
Mini,Mini Cooper Countryman,SUV,Diesel,Automatic,2nd Owner,2,2015,15000.0,2650000.0,5.0,1995.0,187.74bhp,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,1st Owner,1,2012,100056.0,310000.0,5.0,1197.0,81.80bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2018,90062.0,725000.0,5.0,1197.0,81.86bhp,Chennai
Chevrolet,Chevrolet Optra,Sedan,Petrol,Manual,3rd Owner,3,2005,80030.0,114999.99999999999,5.0,1599.0,104  PS ,Chennai
Mahindra,Mahindra TUV 300,SUV,Diesel,Automatic,1st Owner,1,2016,90042.0,645000.0,7.0,1493.0,100bhp,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,1st Owner,1,2017,78030.0,440000.00000000006,5.0,1197.0,81.80bhp,Chennai
BMW,BMW X3,SUV,Diesel,Automatic,2nd Owner,2,2013,55000.0,1650000.0,5.0,1995.0,184bhp,Chennai
Hyundai,Hyundai Santa Fe,SUV,Diesel,Automatic,1st Owner,1,2014,100049.0,975000.0,7.0,2199.0,194.3bhp,Chennai
Chevrolet,Chevrolet Tavera,SUV,Diesel,Manual,1st Owner,1,2010,138033.0,535000.0,7.0,2499.0,78.9bhp,Chennai
Datsun,Datsun GO Plus,MUV,Petrol,Manual,1st Owner,1,2018,14126.0,433000.0,7.0,1198.0,67.05bhp,Chennai
Renault,Renault Duster,SUV,Petrol,Manual,1st Owner,1,2020,35464.0,1044999.9999999999,5.0,1330.0,153.866bhp,Chennai
Mahindra Ssangyong,Mahindra Ssangyong Rexton,SUV,Diesel,Manual,2nd Owner,2,2013,100036.0,550000.0,7.0,2696.0,162bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,3rd Owner,3,2015,55161.0,411000.00000000006,5.0,1197.0,82bhp,Chennai
Hyundai,Hyundai Santro,Hatchback,Petrol,Automatic,1st Owner,1,2019,33771.0,518000.0,5.0,1086.0,68bhp,Chennai
Chevrolet,Chevrolet Enjoy,MUV,Diesel,Manual,1st Owner,1,2016,75011.0,525000.0,8.0,1248.0,73.74bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,1st Owner,1,2016,41659.0,647000.0,5.0,1591.0,121.3bhp,Chennai
Volvo,Volvo S 80,Sedan,Diesel,Automatic,2nd Owner,2,2012,126055.0,925000.0,5.0,2400.0,215bhp,Chennai
Tata,Tata Tigor,Sedan,Petrol,Manual,1st Owner,1,2020,19935.0,645000.0,5.0,1199.0,83.81bhp,Chennai
Datsun,Datsun RediGO,Hatchback,Petrol,Manual,1st Owner,1,2016,61126.0,252999.99999999997,5.0,799.0,53.64bhp,Chennai
Mitsubishi,Mitsubishi Pajero,SUV,Diesel,Manual,2nd Owner,2,2012,100043.0,1025000.0,7.0,2477.0,175.56bhp,Chennai
Mitsubishi,Mitsubishi Pajero,SUV,Diesel,Manual,1st Owner,1,2013,70034.0,1175000.0,7.0,2477.0,175.56bhp,Chennai
Volkswagen,Volkswagen Polo,Hatchback,Diesel,Manual,2nd Owner,2,2018,90068.0,600000.0,5.0,1498.0,88bhp,Chennai
Hyundai,Hyundai Xcent,Sedan,Petrol,Manual,1st Owner,1,2015,86694.0,405000.0,5.0,1197.0,81.86bhp,Chennai
Mercedes-Benz,Mercedes-Benz C-Class,Sedan,Diesel,Automatic,2nd Owner,2,2011,86000.0,1040000.0,5.0,2143.0,170 ,Chennai
Maruti,Maruti Ciaz,Sedan,Petrol,Manual,1st Owner,1,2015,79399.0,585000.0,5.0,1373.0,91.1bhp,Chennai
Audi,Audi A4,Sedan,Diesel,Automatic,1st Owner,1,2012,86038.0,1175000.0,5.0,1968.0,140,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,1st Owner,1,2015,69863.0,385000.0,5.0,998.0,67.1bhp,Chennai
Toyota,Toyota Innova Crysta,MUV,Diesel,Manual,1st Owner,1,2017,2000022.0,1750000.0,7.0,2393.0,147.51bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,1st Owner,1,2013,133727.0,310000.0,5.0,1197.0,78.9bhp,Chennai
Hyundai,Hyundai Creta,SUV,Petrol,Automatic,1st Owner,1,2016,85781.0,916000.0,5.0,1591.0,121.3bhp,Chennai
Tata,Tata Altroz,Hatchback,Diesel,Manual,1st Owner,1,2022,8837.0,800000.0,5.0,1497.0,88.77bhp,Chennai
Toyota,Toyota Corolla Altis,Sedan,Diesel,Manual,2nd Owner,2,2011,120057.0,475000.0,5.0,1364.0,87.2bhp,Chennai
Toyota,Toyota Glanza,Hatchback,Petrol,Manual,1st Owner,1,2019,48527.0,699000.0,5.0,1197.0,88.50bhp,Chennai
Honda,Honda WR-V,SUV,Diesel,Manual,2nd Owner,2,2017,71096.0,714000.0,5.0,1498.0,98.6bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,1st Owner,1,2020,22000.0,750000.0,5.0,1199.0,88.76bhp,Chennai
Hyundai,Hyundai Grand i10 Nios,Hatchback,Petrol,Manual,1st Owner,1,2020,110054.0,626000.0,5.0,1197.0,81.86bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2012,85028.0,465000.00000000006,5.0,1497.0,117.3bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2021,10990.0,1268000.0,5.0,1498.0,119.35bhp,Chennai
Hyundai,Hyundai Elantra,Sedan,Petrol,Manual,2nd Owner,2,2017,115484.0,805000.0000000001,5.0,1999.0,149.92bhp,Chennai
Skoda,Skoda Yeti,SUV,Diesel,Manual,2nd Owner,2,2011,80062.0,475000.0,5.0,1968.0,138.08bhp,Chennai
Skoda,Skoda Rapid,Sedan,Diesel,Manual,1st Owner,1,2012,80039.0,375000.0,5.0,1598.0,103.5bhp,Chennai
Maruti,Maruti S-Presso,Hatchback,Petrol,Manual,1st Owner,1,2020,16473.0,509999.99999999994,5.0,998.0,65.71bhp,Chennai
BMW,BMW X5,SUV,Petrol,Automatic,1st Owner,1,2022,8000.0,9350000.0,5.0,2998.0,335.26bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Automatic,1st Owner,1,2017,53819.0,660000.0,5.0,1197.0,83.1bhp,Chennai
Mahindra,Mahindra Scorpio,MUV,Diesel,Manual,2nd Owner,2,2011,100060.0,495000.0,8.0,2179.0,120bhp (86.7kw),Chennai
Volkswagen,Volkswagen Vento,Sedan,Petrol,Automatic,1st Owner,1,2017,93000.0,790000.0,5.0,1197.0,103.2bhp,Chennai
Maruti,Maruti Ertiga,MUV,Diesel,Manual,1st Owner,1,2013,82000.0,690000.0,7.0,1248.0,88.76bhp,Chennai
BMW,BMW 5 Series,Sedan,Diesel,Automatic,1st Owner,1,2013,100057.0,1450000.0,5.0,1995.0,190bhp,Chennai
Volkswagen,Volkswagen Ameo,Sedan,Diesel,Manual,1st Owner,1,2016,100425.0,570000.0,5.0,1498.0,108.62bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Diesel,Manual,1st Owner,1,2018,102497.0,827000.0,5.0,1582.0,126.2bhp,Chennai
Toyota,Toyota Etios,Sedan,Petrol,Manual,2nd Owner,2,2011,97942.0,345000.0,5.0,1496.0,88.73bhp,Chennai
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Manual,1st Owner,1,2019,78423.0,650000.0,5.0,999.0,75bhp,Chennai
Maruti,Maruti Alto 800,Hatchback,Petrol,Manual,2nd Owner,2,2014,43088.0,244000.0,5.0,796.0,47.33bhp,Chennai
Renault,Renault Kiger,SUV,Petrol,Manual,1st Owner,1,2021,14103.0,815000.0,5.0,999.0,98.63bhp,Chennai
Mercedes-Benz,Mercedes-Benz C-Class,Sedan,Diesel,Automatic,1st Owner,1,2011,74000.0,1100000.0,5.0,2143.0,170 ,Chennai
Toyota,Toyota Urban cruiser,SUV,Petrol,Automatic,1st Owner,1,2022,41285.0,1150000.0,5.0,1462.0,103.26bhp,Chennai
Ford,Ford Figo,Hatchback,Petrol,Manual,3rd Owner,3,2012,76554.0,210000.0,5.0,1196.0,70.02bhp,Chennai
Datsun,Datsun GO Plus,MUV,Petrol,Manual,1st Owner,1,2018,25119.0,391000.0,7.0,1198.0,67.05bhp,Chennai
Volkswagen,Volkswagen Taigun,SUV,Petrol,Manual,1st Owner,1,2022,4977.0,1529000.0,5.0,999.0,113.98bhp,Chennai
Volvo,Volvo XC40,SUV,Petrol,Automatic,1st Owner,1,2023,10000.0,5300000.0,5.0,1969.0,197bhp,Chennai
Honda,Honda New Accord,Sedan,Petrol,Automatic,3rd Owner,3,2004,85037.0,250000.0,5.0,2997.0,218bhp,Chennai
Maruti,Maruti S-Presso,Hatchback,Petrol,Manual,2nd Owner,2,2021,2177.0,549000.0,5.0,998.0,65.71bhp,Chennai
Ford,Ford Ecosport,SUV,Diesel,Manual,1st Owner,1,2018,40511.0,860000.0,5.0,1498.0,98.96bhp,Chennai
Hyundai,Hyundai Venue,SUV,Petrol,Manual,1st Owner,1,2021,30400.0,1145000.0,5.0,998.0,118.35bhp,Chennai
Honda,Honda WR-V,SUV,Diesel,Manual,1st Owner,1,2017,75000.0,790000.0,5.0,1498.0,98.6bhp,Chennai
Skoda,Skoda Kushaq,SUV,Petrol,Automatic,1st Owner,1,2021,27600.0,1650000.0,5.0,999.0,113.98bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Diesel,Manual,1st Owner,1,2015,53908.0,475000.0,5.0,1120.0,70bhp,Chennai
Mercedes-Benz,Mercedes-Benz E-Class,Sedan,Diesel,Automatic,1st Owner,1,2020,30000.0,5700000.0,5.0,1950.0,191.7bhp,Chennai
Mercedes-Benz,Mercedes-Benz GLE,SUV,Diesel,Automatic,1st Owner,1,2017,46000.0,4950000.0,5.0,2143.0,201.15bhp,Chennai
Tata,Tata Punch,SUV,Petrol,Automatic,1st Owner,1,2021,9471.0,828999.9999999999,5.0,1199.0,86.63bhp,Chennai
Tata,Tata Tiago,Hatchback,Petrol,Automatic,1st Owner,1,2020,12011.0,648000.0,5.0,1199.0,83.83bhp,Chennai
Volkswagen,Volkswagen Vento,Sedan,Petrol,Automatic,2nd Owner,2,2011,85000.0,375000.0,5.0,1598.0,103.6bhp,Chennai
Hyundai,Hyundai Creta,SUV,Petrol,Automatic,1st Owner,1,2016,27370.0,964000.0,5.0,1591.0,121.3bhp,Chennai
Hyundai,Hyundai EON,Hatchback,Petrol,Manual,2nd Owner,2,2016,53098.0,288000.0,5.0,814.0,55.2bhp,Chennai
Datsun,Datsun RediGO,Hatchback,Petrol,Manual,1st Owner,1,2019,51680.0,340000.0,5.0,799.0,53.64bhp,Chennai
Honda,Honda City,Sedan,Petrol,Automatic,2nd Owner,2,2018,35821.0,906000.0,5.0,1497.0,117.6bhp,Chennai
Land Rover,Land Rover Range Rover Evoque,Coupe,Petrol,Automatic,2nd Owner,2,2013,60000.0,3300000.0,5.0,1999.0,236.7bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Automatic,2nd Owner,2,2018,39323.0,686000.0,5.0,1197.0,81.86bhp,Chennai
Renault,Renault KWID,Hatchback,Petrol,Manual,1st Owner,1,2016,60799.0,335000.0,5.0,799.0,53.3bhp,Chennai
Mercedes-Benz,Mercedes-Benz C-Class,Sedan,Diesel,Automatic,2nd Owner,2,2014,130000.0,1350000.0,5.0,2143.0,170bhp,Chennai
Toyota,Toyota Camry,Sedan,Petrol,Automatic,1st Owner,1,2014,63000.0,1800000.0,5.0,2494.0,158.2bhp,Chennai
Mercedes-Benz,Mercedes-Benz E-Class,Sedan,Diesel,Automatic,1st Owner,1,2017,50000.0,4900000.0,5.0,2987.0,254.8bhp,Chennai
BMW,BMW 3 Series Gran Limousine,Sedan,Diesel,Automatic,1st Owner,1,2021,22600.0,5750000.0,5.0,1995.0,187.40bhp,Chennai
Maruti,Maruti Ciaz,Sedan,Petrol,Manual,1st Owner,1,2021,30000.0,900000.0,5.0,1462.0,103.25bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,1st Owner,1,2018,58619.0,900000.0,5.0,1591.0,121.3bhp,Chennai
Ford,Ford Ecosport,SUV,Petrol,Manual,1st Owner,1,2019,23300.0,890000.0,5.0,1497.0,121.31bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,3rd Owner,3,2010,121032.0,280000.0,5.0,1197.0,80 PS at 5200 rpm,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,1st Owner,1,2010,91000.0,265000.0,5.0,1197.0,78.9bhp,Chennai
Kia,Kia Seltos,SUV,Diesel,Manual,1st Owner,1,2020,30000.0,1200000.0,5.0,1493.0,113.43bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,2nd Owner,2,2019,82171.0,574000.0,5.0,1197.0,83.1bhp,Chennai
Tata,Tata Tiago,Hatchback,Cng,Manual,1st Owner,1,2022,18551.0,711000.0,5.0,1199.0,72bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Automatic,1st Owner,1,2020,35000.0,960000.0,5.0,998.0,118.41bhp,Chennai
Maruti,Maruti Alto 800,Hatchback,Petrol,Manual,1st Owner,1,2016,50252.0,273000.0,5.0,796.0,47.3bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,2nd Owner,2,2019,34715.0,593000.0,5.0,1199.0,88.76bhp,Chennai
MG,MG Hector,SUV,Petrol,Automatic,1st Owner,1,2020,30197.0,1725000.0,5.0,1451.0,141bhp,Chennai
Hyundai,Hyundai Creta,SUV,Petrol,Manual,2nd Owner,2,2018,79089.0,844999.9999999999,5.0,1591.0,121.3bhp,Chennai
Nissan,Nissan Sunny,Sedan,Petrol,Manual,2nd Owner,2,2011,24035.0,300000.0,5.0,1498.0,97.7bhp,Chennai
Hyundai,Hyundai Grand i10 Nios,Hatchback,Diesel,Manual,1st Owner,1,2020,39605.0,735000.0,5.0,1186.0,73.97bhp,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Automatic,1st Owner,1,2016,66992.0,407000.0,5.0,998.0,67bhp,Chennai
Mercedes-Benz,Mercedes-Benz GLC,SUV,Diesel,Automatic,1st Owner,1,2021,50000.0,5900000.0,5.0,1950.0,194bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,1st Owner,1,2017,29973.0,459999.99999999994,5.0,998.0,67.05bhp,Chennai
Renault,Renault KWID,Hatchback,Petrol,Manual,1st Owner,1,2018,49791.0,360000.0,5.0,799.0,53.3bhp,Chennai
MG,MG Hector,SUV,Petrol,Automatic,1st Owner,1,2020,52609.0,1650000.0,5.0,1451.0,141bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Manual,1st Owner,1,2010,70000.0,360000.0,5.0,1198.0,90(66) ,Chennai
Honda,Honda WR-V,SUV,Petrol,Manual,1st Owner,1,2018,23000.0,700000.0,5.0,1199.0,88.7bhp,Chennai
Maruti,Maruti Alto,Hatchback,Petrol,Manual,1st Owner,1,2010,52172.0,210000.0,5.0,796.0,46.3bhp,Chennai
Hyundai,Hyundai Creta,SUV,Diesel,Manual,1st Owner,1,2022,29041.0,1825000.0,5.0,1493.0,113.45bhp,Chennai
Nissan,Nissan Micra,Hatchback,Petrol,Automatic,1st Owner,1,2017,67022.0,484999.99999999994,5.0,1198.0,75.94bhp,Chennai
Audi,Audi A8,Sedan,Petrol,Automatic,1st Owner,1,2021,9900.0,9000000.0,5.0,2995.0,335.2,Chennai
Volkswagen,Volkswagen Ameo,Sedan,Diesel,Manual,2nd Owner,2,2016,103651.0,513000.0,5.0,1498.0,108.62bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Automatic,1st Owner,1,2016,49682.0,520000.0,5.0,1198.0,86.7bhp,Chennai
Volvo,Volvo XC60,SUV,Diesel,Automatic,1st Owner,1,2018,31000.0,4800000.0,5.0,1984.0,181bhp,Chennai
Renault,Renault KWID,Hatchback,Petrol,Manual,3rd Owner,3,2018,53751.0,305000.0,5.0,799.0,53.3bhp,Chennai
Maruti,Maruti Alto 800,Hatchback,Petrol,Manual,2nd Owner,2,2015,111283.0,238000.0,5.0,796.0,47.33bhp,Chennai
Ford,Ford Ecosport,SUV,Diesel,Manual,2nd Owner,2,2013,63000.0,540000.0,5.0,1498.0,89.84bhp,Chennai
Datsun,Datsun GO Plus,MUV,Petrol,Manual,1st Owner,1,2016,52509.0,362000.0,7.0,1198.0,67bhp,Chennai
Nissan,Nissan Micra,Hatchback,Diesel,Manual,1st Owner,1,2017,69319.0,459999.99999999994,5.0,1461.0,63.1bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,1st Owner,1,2018,89191.0,451000.0,5.0,998.0,65.71bhp,Chennai
Mahindra,Mahindra KUV 100,SUV,Diesel,Manual,1st Owner,1,2017,123152.0,442000.0,6.0,1198.0,77bhp,Chennai
Audi,Audi A6,Sedan,Diesel,Automatic,2nd Owner,2,2013,65000.0,1480000.0,5.0,1968.0,174.33bhp,Chennai
Honda,Honda Amaze,Sedan,Diesel,Manual,1st Owner,1,2014,116413.0,430000.0,5.0,1498.0,98.6bhp,Chennai
Audi,Audi A6,Sedan,Petrol,Automatic,1st Owner,1,2015,56000.0,2290000.0,5.0,1798.0,187.74bhp,Chennai
Audi,Audi A6,Sedan,Petrol,Automatic,1st Owner,1,2015,78000.0,2089999.9999999998,5.0,1798.0,187.74bhp,Chennai
Mercedes-Benz,Mercedes-Benz GLE,SUV,Diesel,Automatic,1st Owner,1,2020,30000.0,7500000.0,5.0,1950.0,241.38bhp,Chennai
Mercedes-Benz,Mercedes-Benz AMG GLA 35,SUV,Petrol,Automatic,1st Owner,1,2022,2000.0,6450000.0,5.0,1991.0,301.73bhp,Chennai
Mercedes-Benz,Mercedes-Benz AMG A 35,Sedan,Petrol,Automatic,1st Owner,1,2022,300.0,5900000.0,5.0,1991.0,301.73bhp,Chennai
Hyundai,Hyundai Venue,SUV,Petrol,Manual,1st Owner,1,2022,11600.0,950000.0,5.0,1197.0,81.80bhp,Chennai
MG,MG Hector,SUV,Petrol,Manual,1st Owner,1,2021,18377.0,1750000.0,5.0,1451.0,141bhp,Chennai
Honda,Honda City,Sedan,Petrol,Automatic,2nd Owner,2,2010,97000.0,365000.0,5.0,1497.0,"118PS at 6,600 rpm",Chennai
Hyundai,Hyundai EON,Hatchback,Petrol,Manual,1st Owner,1,2015,75184.0,287000.0,5.0,814.0,55.2bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,2nd Owner,2,2014,49387.0,437000.0,5.0,1197.0,88.50bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,1st Owner,1,2011,81000.0,310000.0,5.0,1197.0,78.9bhp,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,1st Owner,1,2010,80320.0,287000.0,5.0,998.0,67.1bhp,Chennai
Skoda,Skoda Rapid,Sedan,Petrol,Automatic,1st Owner,1,2021,8608.0,1202000.0,5.0,999.0,108.62bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Petrol,Automatic,1st Owner,1,2018,23000.0,975000.0,5.0,1591.0,121.3bhp,Chennai
Nissan,Nissan Terrano,SUV,Diesel,Manual,3rd Owner,3,2015,96892.0,515000.00000000006,5.0,1461.0,108.5bhp,Chennai
Renault,Renault Duster,SUV,Diesel,Manual,1st Owner,1,2016,75000.0,665000.0,5.0,1461.0,83.8bhp,Chennai
Maruti,Maruti Alto 800,Hatchback,Petrol,Manual,1st Owner,1,2016,61237.0,279000.0,5.0,796.0,47.33bhp,Chennai
Nissan,Nissan Magnite,SUV,Petrol,Manual,1st Owner,1,2021,32806.0,766000.0,5.0,999.0,98.63bhp,Chennai
Renault,Renault KWID,Hatchback,Petrol,Manual,1st Owner,1,2019,52138.0,380000.0,5.0,999.0,67bhp,Chennai
Volkswagen,Volkswagen Ameo,Sedan,Petrol,Manual,1st Owner,1,2016,37429.0,520000.0,5.0,999.0,75bhp,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,2nd Owner,2,2010,78978.0,260000.0,5.0,998.0,67.05bhp,Chennai
Toyota,Toyota Fortuner,SUV,Diesel,Manual,2nd Owner,2,2012,100000.0,1475000.0,7.0,2982.0,168.5bhp,Chennai
Mercedes-Benz,Mercedes-Benz M-Class,SUV,Diesel,Automatic,2nd Owner,2,2014,96000.0,1975000.0,5.0,2143.0,203.2bhp,Chennai
Skoda,Skoda Kodiaq,SUV,Diesel,Automatic,1st Owner,1,2018,69000.0,2800000.0,7.0,1968.0,148bhp,Chennai
Honda,Honda Brio,Hatchback,Petrol,Manual,1st Owner,1,2015,52044.0,450000.0,5.0,1198.0,86.8bhp,Chennai
Audi,Audi A3,Sedan,Petrol,Automatic,1st Owner,1,2019,37000.0,2425000.0,5.0,1395.0,150bhp,Chennai
Renault,Renault Triber,MUV,Petrol,Manual,1st Owner,1,2023,8541.0,840000.0,7.0,999.0,71.01bhp,Chennai
Skoda,Skoda Rapid,Sedan,Petrol,Automatic,2nd Owner,2,2019,30000.0,710000.0,5.0,1598.0,103.2bhp,Chennai
Maruti,Maruti Celerio X,Hatchback,Petrol,Automatic,1st Owner,1,2018,44768.0,459000.0,5.0,998.0,67bhp,Chennai
Ford,Ford Ecosport,SUV,Petrol,Manual,1st Owner,1,2020,27062.0,769000.0,5.0,1496.0,120.69bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,1st Owner,1,2018,46973.0,900000.0,5.0,1591.0,121.3bhp,Chennai
Volkswagen,Volkswagen Virtus,Sedan,Petrol,Manual,1st Owner,1,2022,22239.0,1277000.0,5.0,999.0,113.98bhp,Chennai
Tata,Tata Nexon,SUV,Petrol,Manual,1st Owner,1,2021,16455.0,969000.0,5.0,1199.0,118.36bhp,Chennai
BMW,BMW 5 Series,Sedan,Diesel,Automatic,1st Owner,1,2021,20000.0,6000000.0,5.0,1995.0,187.74bhp,Chennai
Tata,Tata Altroz,Hatchback,Petrol,Automatic,1st Owner,1,2022,5107.0,942000.0,5.0,1199.0,86.83bhp,Chennai
